sentiment,text
6.0,"(يارب, فى, تقدم, ونجاح, وازدهار, دائما, h, e)"
0.0,"(تحيه, كبيره, اوى, لهيونداى, النترا, هاتش, باج, المانى, المعنى, الحقيقى, للتحفه)"
0.0,"(بس, انا, عاوز, اعرف, أكتر, بلد, بتشترى, عربية, هيوانداى)"
0.0,"(يوم, السبت, الموافق, -, -, توجها, الى, مركز, الصيانة, فى, ابو, رواش, الساعة, صباحا, وذلك, قبل, وصول, افراد, الاستقبال, جميعا, وفى, تمام, الساعة, تم, النداء, على, رقمى, وقد, جلست, مع, افضل, واحسن, شخصية, وهو, م, /, اسامة, وبصراحة, شخصية, محترمة, جدا, جدا, وكنت, ذلاعب, لعمل, صيانة, الف, وكنت, بشتكى, من, صوت, صفارة, من, ناحية, اليسار, وتم, وقال, لى, تمام, سوف, نرى, ذلك, العيب, وتم, الانتظار, طويلا, جدا, و, فى, الاسترحة, تم, روئية, السيارة, واقفة, لمدة, ثلث, ساعة, بدون, شغل, وبعد, ذلك, تم, تحركها, من, مكانها, الى, مكان, اخر, وبقيت, بدون, عمل, وبعد, ذلك, اخذها, فرد, من, المهندسين, الصيانة, ومعة, شغل, ...)"
2.0,"(ممكن, اعرف, سعرها, كام, قسط)"
-1.0,"(على, فكرة, انا, اتصلت, وحولنى, بفرع, الغردقة, وقلولى, احنا, حنتصل, بيكى, اكتر, من, مرة, ومحدش, اتصل, ولا, رد, عليى, ومعلش, الخدمة, سيئة, على, فكرة, احنا, حنشترى, مش, نستلف, علشان, المعاملة, دى, يا, ريت, يكون, فى, مصداقية, فى, التعامل, اكتر, من, كدة, شكرا, لخدماتكم)"
0.0,"(روووووووووووووووووعة, ماشاء, الله, تبارك, الله, الله, يوفقك, الجميع, الله, يرزقنا, هدية, كلنا, هونداي)"
2.0,"(ممكن, اسال, هل, ملء, الكاوتش, بالنتروجين, احسن, من, الهواء, وفي, اي, وقت, حتي, لو, الكاوتش, سخن, ينفع, اظبط, الكاوتش, بالنتروجين،, وهل, له, تاثير, علي, فترة, عمر, الكاوتش?)"
0.0,"(المقياس, الصحيح, قرايته, كام, في, الصيف, او, الشتاء)"
-1.0,"(انا, عربيتي, اتشحورت, خبطات, وشكلها, بقه, وحش, اوي, حد, يعرف, سمكري, كويس, يضبطهالي, 😤😤😤)"
0.0,"(طيب, ما, هو, القياس, المظبوط)"
1.0,"(انا, عملت, لايك, عايز, عربية)"
0.0,"(و, منكم, نستفيد)"
0.0,"(كام, سعره, لو, سمحت)"
0.0,"(ممكن, بعد, اذنك, اعرف, سعر, العربيه, وفئتها, بعد, اذنك)"
1.0,"(شكرا,)"
-2.0,"(لو, سمحت, عايز, اعرف, اسعار, السوناتا)"
0.0,"(لو, سمحت, عايز, اعرف, الجراند, i, الهاتشباك, الاتوماتيك, تستحمل, سفر, ولا, هى, جوه, القاهرة, وخلاص؟)"
0.0,"(كام, السعر)"
0.0,"(هل, يوجد, تقسيط, مباشر, ولا, للجيلى, بس)"
-1.0,"(مفيش, ألوان, تانية, ؟؟)"
0.0,"(الله, يوفقك, الجميع, الله, يرزقنا, هدية, كلنا, هونداي)"
0.0,"(الفضي,)"
0.0,"(هي, هيونداي, i, مانيوال, بكام)"
0.0,"(معدل, المدة, تقريباً)"
0.0,"(هبيعها, واشتري, كرولا)"
0.0,"(هرقيها, واشغل, فيها, قرأن, ....عشان, أكيد, هتتحسد, :))"
0.0,"(حبيعها,)"
0.0,"(السيدان, الهاي, لين, ٢٠١٦, بكام, وهل, حجزها, بدا؟)"
2.0,"(حلوة,)"
0.0,"(هل, من, الممكن, تركيب, كاميرا, خلفيه, لل, ix)"
0.0,"(كام, سعرها, وكام, سي, سي)"
0.0,"(كان.سعرها,)"
0.0,"(السياره, بتاعتى, نفس, الماركه, واللون, واوو)"
6.0,"(ممتازه, وهي, في, المعرض, إنما, من, اول, يوم, على, الطريق, في, مصر, هتلاقي, بقت, موديل, تاني, خالص)"
0.0,"(طعمة, اوييييييييييييي)"
-5.0,"(واطيه, جدا, ﻻتناسب, طبيعة, اﻻرض, في, مصر)"
0.0,"(العربيه, دي, مع, أول, مطب, من, اللي, موجودين, في, الشارع, المصري, حتتقسم, نصفين)"
0.0,"(اول, مطب, عندنا, هيقسمها, نصين)"
0.0,"(التعديل, ده, ينفع, الدول, الاوربيه, اللى, الشوارع, عندهم, زى, الحرير, انما, هنا, فى, المطبات, اللى, اعلى, من, الرصيف, ها, تتقلب, بينا, العربيه)"
0.0,"(نفس, التعليق)"
2.0,"(الشكل, حلو, لاكن, مايمشيش, في, مصر, ،, كلها, مطبات, فالكساحات, هتتكسر, من, اول, اسبوع)"
0.0,"(معايا, هيونداى, ماتركس, من, نقابة, الصيادلة..جميله, جدا..بس, عندي, مشكلة, الكبالم., .فى, التوكيل, ..برقان, بنى, سويف, مابيرضوش, يغيروا, رأس, الكوبلم, بس..لازم, تغييره, بالاكس, بتاعه..ودا, مكلف, جدا...والآن, العربيه, بتقطق, منى, فى, الملفات..ساعدونى, لأنى, باحترمكم, ..دمحمدابراهيم)"
0.0,"(شكرا, جدا)"
0.0,"(مش, عارف, من, غيرك, كنت, عملت, ايه, !, .., كان, زمانى, حاطت, الكوريك, تحت, الموتور, وانا, برفعها, :d)"
0.0,"(بالنسبه, للعدد, عادى)"
1.0,"(الدخول, بدعوة, ولا, مجانى, ايه, الشرةط, يعنى)"
0.0,"(الاكسينت, الrb, كاش, بكام)"
0.0,"(فين, العنوان, بالظبط؟)"
0.0,"(عايز, سياسة, مقدم, الف, او, اقل, وسط, شهرى, أو, أقل, بس, يكون, الدفع, مع, الشركة, مباشر, وليس, نظام, قسط, بنك, كدة, ممكن, اركب, عربية, ايه)"
0.0,"(سعرها, كام, والاستلام, امتى؟)"
0.0,"(الضامن, للسلامه, هو, الله)"
0.0,"(عندى, سياره, لبيع, هيونداي, سوناتا, انا, نازل, من, السعودية, راقمى)"
0.0,"(وزيت, باور, الدريكسيون, موجود, فين, في, العربيه)"
0.0,"(في, صوت, تكه, عندي)"
0.0,"(فعلا, عندك, حق, انا, عند, شرائى, للعربيه, المندوب, اقنعنى, اشترى, من, التوكيل, وقلى, فيه, طقم, دواسات, اصلى, مش, هتلاقيهم, غير, عندنا, وان, المعارض, بيسرقو, الحجات, دى, انا, صدقتو, وبعد, ماستلمت, قلى, معلش, يومين, وبعد, اليومين, قلى, اسبوع, وبعدين, عرفت, انه, كذاب, وكان, غرده, البيع)"
0.0,"(برجاء, أرسال, رقم, تليفون, للمتابعة, معكم, ت, رقم)"
0.0,"(هو, n, الصراحه, 😂😂)"
0.0,"(دى, ضمن, صفقة, الرافال, صح؟)"
-3.0,"(وحشه, اوي)"
2.0,"(حلوا,)"
0.0,"(ا, ووووووووووووووووووووووووووو, ف)"
0.0,"(لو, سمحت, ممكن, المعوقين, يشترو, منكم, ويتعفو, من, الجمارك)"
0.0,"(من, فضلك, ،, سعر, ال, ix, وهل, هى, متوفره, ؟, شكرا)"
0.0,"(👍👍👍👍,)"
0.0,"(اعدادي,)"
0.0,()
0.0,"(من, سنين)"
0.0,"(عايز, احجز, ان, شاء, الله, اللون, البترولي, خلال, الاسبوع, القادم, استلم, امتى, .)"
0.0,"(السلام, عليكم, حابب, اعرف, الفرق, في, مواصفات, فرنا, ٢٠١٥, mt, وفرنا, ٢٠١٥, at, من, عنده, المعلومات, ممكن, الإفادة, وجزاكم, الله, خير)"
3.0,"(اتوس, سيارة, بجد, تحفة, لسة, جايب, لزوجتك, وحدة, بالصدفة, انا, كنا, دائم, أكثر, من, سنة, عليها, وجت, بالصدفة)"
0.0,"(السنتافي, بكام, ؟)"
0.0,"(طيب, والأتوس, ؟)"
0.0,"(الحراند, كام, cc)"
-2.0,"(انا, خايف, اهدا, و, اروق, خالص, خالص, مع, الموسيقى, و, معرفش, ادوس, بنزين, تانى, و, اعطلكم, الدنيا, :d)"
0.0,"(لو, سحت, الفرنا, هتنزل, مصر, امتا, ولا, هي, في, الهند, بس, !!)"
0.0,"(شكرا, بس, بمعنى, اوضح, مش, ادوس, على, الدواسة, بى, قوة, صح, كدة, ممكن, الرد)"
-2.0,"(السواقة, داخل, القاهرة, تعصب, البارد, اصلا, ., ههههههههههه)"
0.0,"(هل, فيه, عروض, تخفيضات, لسيارات, هيونداي, ف, معرض, اوتوماك, فورميولا, اللي, هيبدء, مارس)"
-4.0,"(بنلتزم, و, فعلا, بنعمل, كدة, ،, بس, للاسف, مش, كل, الناس, بتلتزم, دة, احنا, بنشوف, العجب, و, يبقى, غلطان, و, مش, طريقة, اساسا, و, داخل, بمنتهى, السرعة, اكنة, ماشى, على, طريق, صحراوى, مش, ماشى, فى, شوارع, داخلية, و, معرض, يلاقى, طفل, طالع, من, اى, حتة, او, عربية, ،،)"
0.0,"(ممكن, اعرف, اماكن, مراكز, الصيانة, فى, اسكندرية, h, e)"
0.0,"(سعر, هيونداي, h, كام, بعد, اذنك, h, e)"
0.0,"(ياعم, انا, اسوق, الانترا, احسن, ما, اسوق, دى, اصل, النعرفو, احسن, من, المنعرفوش, ههههههه, h, e)"
0.0,"(لو, سمحت, في, باصات, ولو, في, صناعه, ايه, ومواصفاتها, والسعر, بعد, اذنكم, ولو, بالحجز, المسبق)"
0.0,"(اكيد, انا)"
0.0,"(مش, ان, عشان, مبحبش, العربيات)"
0.0,"(انا,)"
0.0,"(لو, سمحت, انا, معايا, النترا, الجديده, معايا, من, حوالى, شهور, وعايز, اعمل, السنتر, لوك, والانزار, ورحت, مركز, صيانه, طريق, مصر, اسماعليه, وقالى, مينفعش, مش, بتتعمل, عندنا, وقالى, لو, هتهملها, بره, هتخرج, من, الضمان, فممكن, اعرف, اقدر, اعمل, الحجات, دى, فين)"
0.0,"(احسن, عربيه, ركبته, في, حيتي, عربيه, من, الاخر, ال, عايز, يشتري, يشتري, هيونداي, النترا, ربنا, يحميه, شكرا, هيونداي)"
16.0,"(والله, احسن, سياره, فى, السوق, وانا, كنت, راكب, اسكودا, ونزلت, ركبت, الينترا, جميله, جدا, وانشاء, الله, ربنا, يكرم, اجيب, ix, مالهاش, حل.روشه, وجامده, وثابته, وكلها, علا, بعضها, حلوه.)"
0.0,"(ممكن, اعرف, سعرها, كام, ..؟)"
0.0,"(سؤال, هو, بطارية, الفيرنا, كام, امبير, يعنى, مقاساتها, ممكن)"
0.0,"(شكرا, على, النصيحه)"
0.0,"(حاضر,)"
0.0,"(طيب, أنا, عربيتي, إلنترا, ..., عايز, أغسل, الموتور, و, مش, ضامن, مغسله, بتهم, في, الموضوع, ده, و, لالأ)"
2.0,"(راقي,)"
0.0,"(مش, انا)"
0.0,"(بحط, كيس, في, عصا, الفتيس, ولما, يتملي, علي, اقرب, سلة, وبرميه, فيها)"
0.0,"(هههههههههههه, انا, كنت, بعلقها, فى, الفتيس)"
0.0,"(وربنا, ما, انا)"
0.0,"(واساسا, الشارع, وسخ, اصلا, لو, نضف, من, الزباله, مش, هينضف, من, الفحت, اللى, بتعمله, الحكومه, كل, يوم, خلو, الشوارع, كلها, تراب, ومطبات)"
0.0,"(احنا, بلد, معفنا)"
0.0,"(لوسمحت, انا, كان, عندي, سؤال:, هو, ليه, عربيات, الهيونداي, بتنزل, من, غير)"
4.0,"(السادة, الافاضل, الرجاء, الرد, .،،, انا, دافع, فلوس, لعربية, هيونداي, فيرنا, في, فرع, غبور, اوتو, بورسعيد, من, يوم, /, /, ولغايه, وقتنا, هذا, لم, استلم, والموظف, المسئول, كل, شوية, يقولي, الاسبوع, اللي, جاي, بصراحة, اول, مرة, في, حياتي, اشوف, شركة, بتاخد, فلوس, وتسيبها, عندها, فوق, الشهر, بدون, اي, وجه, حق, انا, محتاج, حل, مش, محتاج, وعود, ...!)"
0.0,"(تمام, تمام)"
-3.0,"(معايا, هيونداى, ماتركس, من, نقابة, الصيادلة..جميله, جدا..بس, عندي, مشكلة, الكبالم., .فى, التوكيل, ..برقان, بنى, سويف, مابيرضوش, يغيروا, رأس, الكوبلم, بس..لازم, تغييره, بالاكس, بتاعه..ودا, مكلف, جدا...والآن, العربيه, بتقطق, منى, فى, الملفات..ساعدونى, لأنى, باحترمكم, ..دمحمدابراهيم)"
0.0,"(ادعوا, معايا, المصنع, يفرجها, عليا, ويجبلي, عربيتي, اللي, حاجزها, من, شهر, :-d)"
-4.0,"(هاتولي, عربيتي, عشان, اعرف, اجي, :|, دا, انا, زهقت)"
0.0,"(العنوان, و, المواعيد, فى, القاهره؟؟؟)"
0.0,"(ال, rb, فيه, امبوليزر)"
0.0,"(ما, شاء, اللة, هاى, لاين, وتوب, لاين, وكل, حاجة, جميلة)"
0.0,"(انا, معى, هيونداى, وسعيد, بيها, لكن, زعلى, منكم, انة, بتعلنوا, بسيارات, خليجى, ودة, نوع, من, ..................., واضح, كلامى, ياهيونداى, صح, سلام..)"
2.0,"(روعة,)"
0.0,"(تحفه,)"
0.0,"(بكام,)"
2.0,"(سياره, الفيرنا, سعرها, كام, وإيه, أفضل, موديل, نزل, بالنسبه, لو, هشتري, جديد, أو, مستعمل)"
2.0,"(لا, طبعا, يا, استاذة, n, m, تفرق, كتير, و, اللی, يثبت, كدة, مبيعات, هيوندای, عن, كيا, مراكز, خدمة, هيوندای, فی, كل, مكاان, بخلاف, خدمات, الصيانة, المتنقلة, لعملاء, هيوندای, فقط, h)"
0.0,"(اقرب, فرع, للهرم)"
-2.0,"(هو, الشكل, الجديدللفيرنا, نازل, مصر, ولا, لا, ولو, هينزل, هيبقى, امتى, وهتبقى, بكام, ياريت, الرد, لانى, عايز, اشتربها, وخايف, اجيب, الشكل, ده, الشكل, الجديد, ينزل, واندم, انى, مستنتش)"
1.0,"(مفيش, عربيه, فى, مصر, تمنها, فيها, احنا, بندفع, فلوس, فعربيه, بتمن, عربيتين, فى, اى, بلد, اخرى, محترمه, علشان, كده, المصريين, مبيركبوش, غير, الكورى, قدرنا, ونصبنا)"
0.0,"(السلام, عليكم, تجربتى, مع, شراء, سيارة, هيونداى, جراند, اى, من, معرض, توكيل, هيونداى, مصر, حلوان, الزراعى, تجربة, مريرة, لقد, قابلت, الاستاذ, اشرف, فوزى, مسئول, عن, المبيعات, وقد, اتفقت, على, شراء, السيارة, بموافقة, بنكية, من, بنك, عودة, +, الباقى, كاش, وتم, دفع, المبلغ, واجراءات, الموافقة, البنكية, وطلب, منى, شيك, شخصى, بمبلغ, الف, جنيه, كضمان, حتى, تاتى, موافقة, البنك, واكد, لى, انه, لن, يتم, صرف, الشيك, ولذيادة, التاكيد, طلبت, مدير, الفرع, الاستاذ, محمد, جنينة, الذى, اكد, انه, لن, يتم, صرف, الشيك, وبعد, ان, استلمنا, السيارة, وقدمنا, الموافقة, البنكية, من, بنك, عودة, فوجئت, بانه, تم, صرف, الشيك, زيادة, عن, ثمن, السيارة, وحينما, طلبت, ...)"
0.0,"(اية, اللى, هتعمله, هيوانداى, :))"
0.0,"(المكان, فين, لو, سمحتو, وهيكون, في, الاسكندرية, ولا, لا)"
0.0,"(المعرض, هيبك, فين)"
-2.0,"(انا, عايز, اشترى, النترا, الفئه, التانيه, فتحه, سقف, بس, انا, خايف, لا, تكون, وطيه, شويه, على, الارض)"
0.0,"(كم, سعر, النترا, م, فل, اوبشن)"
0.0,"(انتوا, ليكم, فرع, فى, اسوان)"
1.0,"(لو, سمحت, ممكن, اعرف, اسعار, ال, اكسنت, ار, بي, هاتشباك, ؟؟, هي, كام, فئة, وكل, فئة, سعرها, ايه, وايه, الفرق, بين, كل, فئة, والتانية؟)"
0.0,"(ممكن, اعرف, اعمل, الصيانه, اول, مره, بعد, كام, كيلو, وهو, فى, فرع, فى, الاسماعليه, وله, ﻻ)"
1.0,"(لو, سمحت, ممكن, تقول, اسعار, الفئات, المختلفه, ل, لاكسنت, هاتش, باك)"
0.0,"(عايز, نظام, التقسيط, والكاش, وبلاش, برجاء, الاتصال, تمام)"
0.0,"(الاكسنت, للي, ج, للي, فيها, فتحة, سقف, و, بلوتوث, فيها, abs?)"
2.0,"(انا, معايا, هيونداي, ix, وتيل, الفرامل, خلص, علي, ١٨الف, كيلو, ازاي, انا, بجد, مستغرب, الموضوع, ده)"
0.0,"(سعر, الالنترا, .., جميع, الكمليات, .., فتحه, سقف.., أوتو, و, المانول)"
1.0,"(الفئة, الثانية, ف, الاكسنت, الكارة, مالتى, ولا, لا, ارجو, الرد, و, شكرا)"
0.0,"(جميله, اوى, بس, فين, لفلوس)"
0.0,"(لوسمحت, يافندم, أنا, عاوز, عربية, فيرنا, بالتقسيط, المباشر, أرجو, التواصل)"
0.0,"(حوالى, الف, بس, يا, بلاش)"
0.0,"(هل, الالنترا, اول, فءة, فيها, الخاصية, دى)"
1.0,"(ياا, هى, دى, بقت, اوبشن, !!!!!!!!!, لا, حول, ولا, قوة, الا, بالله)"
0.0,"(ممكن, اشتري, التنك, الاول, وبعدين, اجيب, العربيه)"
0.0,"(بالنسبة, لإلنترا, الجديدة, نظام, شرط)"
1.0,"(لو, سمحت, عايز, نمرة, غبور, ضروري)"
2.0,"(انا, كل, مره, بعمل, اعجاب, ولكن, المره, دى, تعليق, والمرور, والمخالفات, احنا, ندفع, وﻻ, عليكم)"
2.0,"(جامد, انا, قلبى, بيبقى, هيتقطع, 😂😂😂)"
-2.0,"(عامل, زي, الصعيدي, اللي, اشتري, جذمة, جديدة, وخايف, عليها, فلبس, الشراب, فوقيها)"
0.0,()
0.0,()
-2.0,"(انا, معاية, عربية, النترا, عملة, الف, كيلو, وماروحتش, التوكيل, ولا, الصيانة, حتى, الان, فى, مشكلة, فى, كدة)"
0.0,"(ممكن, مواصفات, واسعار, ix, ولا, مش, موجوده)"
2.0,"(سعر, ال, i, ال, .., اوتوماتيك, كام, لوسمحت, ؟)"
0.0,"(هايل, ..., احسن, حاجه, في, الوقت, اللي, احنا, عايشينه, داه, ..., لمسه, هايله, ..., شكرا)"
0.0,"(تمام, جدا, جدا, (y), الأسئلة, من, بكرة, الساعة, ؟, :))"
0.0,"(هيونداي, هيه, اﻻفضل)"
1.0,"(انا, سمعت, في, الانترا, التبلوة, متغير, خالص, هل, دة, صحيح, و, شكرا)"
3.0,"(شكرآ, لغبور, وكل, مهندسين, غبور, والشكرالخاص, للمهندس, وسيم, فرع, اسيوط, للتعامل, الجيد, مع, العمﻻ)"
4.0,"(فعﻻ, سياره, تحفه)"
0.0,"(طيب, حضرتك, المسابقه, دى, عباره, عن, ايه, وايه, شروطها, والجائزة, عباره, عن, ايه)"
0.0,"(معلومة, مفيدة,, ممكن, اعرف, ازاي, انظف, الفرق, الداخلي, الاصلي, بتاع, عربيتي)"
0.0,"(t, k, اهووو, بس, ياريت, تتعلموا, شويه, 😂😂)"
0.0,"(علي, فكرة, دي, الركنة, الي, كل, الناس, بتعملة)"
2.0,"(لو, سمحت, ix, هتنزل, مصر, ولا, هى, حصريه, للصين, .وشكرا)"
2.0,"(لوسمحت, فرع, القطاميه, صيانه, تم, الافتتاح)"
0.0,"(فى, قطع, غيار, فى, المعادى)"
0.0,"(الابيض, والسعر, كام, لوسمحت)"
0.0,"(كل, الالوان, يكفى, انها, هيونداي)"
0.0,"(كله, يجنن, طالما, هونداي)"
0.0,"(البيج, طبعا)"
0.0,"(السلڤر,)"
0.0,"(الأحمر, و, اﻻزرق)"
4.0,"(الذهبي, والبرنزي, تحفه)"
4.0,"(الابيض, الكريمى, فيها, تحفه, تحفه)"
0.0,"(الاسود, اشيك)"
3.0,"(انا, بحب, هيوانداى, بس, اى, حاره, بقا, متفرقش, معها)"
0.0,"(الشمال, ..؛, ))"
0.0,"(اللي, فيها, اقل, عربيات)"
0.0,"(اللي, فاضيه, فيهم, طبعآ)"
0.0,"(بكام,)"
1.0,"(عايز, اعرف, ال, نيو, فرنا, هنا, في, مصر, ولا, لسه, منزلتش, ولو, هنا, اسعارها, لجميع, فئاتها, ايه, وشكرا)"
3.0,"(من, فضلك, سعر, هيونداي, اكسنت, هاتشباك, والالوان, المتوفرة, حاليا)"
0.0,"(لو, انت, هاي, اركب, هيونداي, <)"
0.0,"(المفتاح, بالريموت, ضاع, النترا, ممكن, اعرف, اجيبه, منين, وكيفيه, البرمجه, وشكرا)"
2.0,"(معايا, جين, تو, وعايز, هيونداي, ix, واقسط, الفرق, ممكن, وازاي, انا, مش, موظف, حكومي)"
2.0,"(شكر, علي, اهتمامك)"
3.0,"(ماشاءالله, تبارك, الله, الله, يوفقك, الجميع, الله, يرزقنا, هدية, كلنا, هونداي)"
0.0,"(ارجو, الرد)"
0.0,"(لوجو, هيونداى, موجودين)"
0.0,"(هو, اللي, بيعمل, خير, بيقول)"
0.0,"(مليون, دولار, انت, متأكد, من, الكلام, ده, !!, مش, مصدق, طبعا, ..)"
0.0,"(صح, كده)"
0.0,"(حولى, قطعه, او, اكتر)"
1.0,"(سيارات, هيونداي, غاليه, جدا, وعوامل, الامان, مش, في, المرتبة, الاولي)"
0.0,"(ممكن, اعرف, موجود, فرع, في, المنصورة, يباع, فيه, هيونداي.i)"
0.0,"(سعر, الهيونداى, i, اوتوماتيك, ;)"
0.0,"(طيب, حاولو, انكم, تنزلو, من, السعر, شويه, وراعو, ظروف, الشعب)"
0.0,"(لو, سمحت, ايه, هى, فئات, الفرنا, و, الفرق, بينهم)"
3.0,"(شركة, محترمة, جدا, مواعدها, مظبوطة, عن, تجربة)"
0.0,"(اجمد, سياره, lx)"
2.0,"(احسن, سياره)"
-4.0,"(الرد, إلى, يعجبهم, يردوا, عليه, أفشل, سياره, هيوانداى, غاليه, ومفهاش, أى, أمان, ومش, موفر, فى, البنزين)"
6.0,"(اوعي, حد, يجيب, هيونداي, عفشة, ناشفة, لو, مش, فارقة, مع, حد, الراحة, تبقي, عربية, ممتازة, اما, لو, الراحة, تفرق, اوعي, تجيبها)"
2.0,"(ix, احسن, سياره, عمرى, ماغيرها)"
0.0,"(ندمان, لاني, اشتريت, ix, خفيفة, اوي, ع, السفر, وماتساويش, السعر, دا)"
0.0,"(اكيد, مش, محتاجه, كلام)"
-4.0,"(فاشله,)"
0.0,"(السعر, كام)"
2.0,"(اجمل, لمسات, ومنتهل, انسيابية)"
0.0,"(ماشاءالله, تبارك, الله, الله, يوفقك, الجميع, الله, يرزقنا, هدية, كلنا, هونداي)"
0.0,"(بعيد, عن, معاملة, هيونداي, اللي, بصراحة, مش, كويسة., بس, بصراحة, العربية, دي, جميلة, جدا, وانا, اشتريتها, ومستمتعة, بيها, جدا)"
0.0,"(الاكسنت, تعمل, كام)"
3.0,"(ماشاءالله, تبارك, الله, الله, يوفقك, الجميع, الله, يرزقنا, هدية, كلنا, هونداي)"
1.0,"(لو, سمحت, كام, سعر, النتر, الفئه, التانيه, وفيه, جنط, سبور, وكست, تطش, وله, ﻻ)"
0.0,"(لو, سمحت, هى, الاكسنت, الفئه, اللى, فيها, و, فتحه, سقف, واير, باج, و, بلوتوث, وهل, فيها, جنوت, اسبور, والا, لا, سعرها, كام)"
1.0,"(لو, سمحت, هو, تركيب, انزار, لالنترا, بكام, ..)"
0.0,"(هي, العربية, دي, بكام, اسم, ,, انا, اعرفها, باسم, توسان)"
0.0,"(يارب, اوعدنابيها)"
0.0,"(وعلشان, كدة, انا, مشتريها, 😊)"
0.0,"(هل, فى, فعلا, عرض, فى, سعر, الix, بمبلغ, كنيخ)"
0.0,"(فى, شكل, جديد, نزل, برا, هل, هاينزل, ولا, لأ)"
0.0,"(الحمدللة, عندي)"
-1.0,"(دى, نصيحة, الشبورة, ,, مفيش, نصيحة, للطرق, المصرية, =d)"
0.0,"(الاسعار, نزلت, بعد, تخفيضات, الجمارك, ولا, لسة, عاملين, نفسكوا, من, بنها)"
0.0,"(انا, بحب, هوانداي, عشان, فخمه)"
0.0,"(انا, بحب, هيواندي, عشان)"
0.0,"(انا, بحب, هيونداي, عشان, هشتري, سنتافي, انشاء, الله)"
3.0,"(انا, بحب, هيونداي, عشان, سريعة)"
3.0,"(انا, بحب, هيونداي, عشان)"
0.0,"(انا, بحب, هيونداي, عشان)"
3.0,"(انا, بحب, هيونداي, عشان...............)"
3.0,"(انا, بحب, هيونداي, عشان, عربيتى.., اكسنت)"
0.0,"(انا, بحب, هيونداي, عشان, عربيتي, فيرنا)"
3.0,"(انا, بحب, هيونداي, عشان, عربيتي)"
0.0,"(بكااام, الاتوماتك, وفى, تقسيط)"
0.0,"(السيدان, والهاتش, باك, ١٠١)"
-3.0,"(دي, احسن, سياره, يا, حمار)"
0.0,"(دى, حبيبتى)"
0.0,()
14.0,"(السيد, الأستاذ, مدير, خدمة, هونداى, تحية, طيبه, وبعد, احيط, سيادتكم, علما, بأننى, امتلك, سيارة, هونداى, i, موديل, ومازالت, فى, الضمان, وقد, توجهت, الى, مركز, الخدمة, بالأسكندريه, امس, الأثنين, \, \, فى, تمام, الساعة, الحادية, عشر, ونصف, طبقا, والحجز, المسبق, وكان, هناك, صوت, بالجانب, الايمن, الأمامى, فى, العفشة, صوت, خفيف, وتم, استلام, السيارة, وحتى, الساعه, الرابعه, والنصف, قابلت, المهندس, الذى, قال, لى, انه, تم, تغيير, بعض, المكونات, ويلزم, ان, تظل, السياره, حتى, اليوم, الثانى, فوافقت, على, امل, ان, تكون, السياره, بحاله, جيدة, وتوجهت, فى, اليوم, التالى, الثلاثا, ء, /, /, فى, تمام, الساعه, الحاديه, عشر, صباحا, ولم, تكن, السياره, قد, تم, ...)"
0.0,"(من, سنه, يعنى, من, سنه)"
0.0,"(سنه,)"
0.0,"(سنة,)"
0.0,()
-6.0,"(انا, عندي, ملاحظة, معظم, عربيات, هيونداي, ناشفة, و, بتوجع, الظهر, الا, موديلات, قليلة, انا, معيا, اكسنت, ار, بي, عفشة, وحشة, و, ناشفة, التوكيل, ابو, رواش, قال, هي, كدا, ملهاش, حل, و, كمان, معايا, فيرنا, كرسي, ناشف, جدا, يجيب, غضرف, و, معايا, النترا, الوحيدة, الي, كويسة, برجاء, توضيح, الشكوي, ل, هيونداي, العالمية, ان, العفشة, سيئة, جدا, في, الاكسنت, و, لازم, تعديل, عشان, تبقي, مريحة)"
-2.0,"(h, e, طيب, بالنسبة, لل, معندهوش, عربية, ولا, معاه, فلوس, يشتري, يتابعكم, برده, و, لا, فيها, مشكلة, ؟)"
2.0,"(معلومة, حلوة)"
0.0,"(السعر, كام, طب)"
-7.0,"(هو, ايه, المانع, لو, السياره, نزلت, بنفس, السعر, اﻻ, بتبيع, السعوديه, ودول, الخليج, والشعب, كله, راكب, احدث, السيارات, راعو, شعبكم, حرام, عليكم, الغﻻء, فى, الا, سعار)"
0.0,"(محمد, إسماعيل)"
0.0,"(ممكن, حد, يقولى, فيه, فرق, بين, و, وسعر, الكامله, كام)"
0.0,"(بكام, اول, فئه)"
0.0,"(اكتر, حاجه, بحبها, في, الهيونداي, الفوانيس)"
0.0,"(فيرنا, اخر, موديل, نزل, كام, وسعرها, ايه)"
0.0,"(هى, السياره, صناعه, يابانى, ولا, كورى)"
0.0,"(كام, سعر, السيارة)"
0.0,"(هشباك,)"
0.0,"(هي, الليدات, موجودة, في, الفئة, الثانية, اللي, قبل, الهاي, لاين, على, طول)"
2.0,"(يازين, ماقلت)"
0.0,"(سؤال, بس, ..ممكن, ؟)"
0.0,"(فيها, ولاعه, سجاير, ؟؟؟؟, انا, فرقعت, من, الادمن, الغريب, ده, شكله, من, مواليد, ٢٤, ونام, و, لسه, صاحي, دلوقتي)"
0.0,"(ايه, الاستفزاز, و, الضحك, على, عقول, الناس, ده........هو, غطاء, الموتور, بقى, اوبشن, ولا, ايه, ؟؟؟؟؟؟؟؟!!!!!!!!!!!!!!!!!!!!!!)"
-2.0,"(في, ارقام, تليفون, لمعارض, كسر, زيرو)"
